"No.","Time","Source","Destination","Protocol","Length","Info"
"1895","36.386921","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=406393 Win=16385 Len=0"
"1896","36.387328","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=409839 Win=16385 Len=0"
"1897","36.387825","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=411296 Win=16379 Len=0"
"1898","36.444623","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=411296 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1899]"
"1899","36.444623","100.86.247.80","150.171.22.12","TLSv1.2","1187","Application Data"
"1900","36.445278","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=413869 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1901]"
"1901","36.445278","100.86.247.80","150.171.22.12","TLSv1.2","1287","Application Data"
"1902","36.446192","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=416542 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1903]"
"1903","36.446192","100.86.247.80","150.171.22.12","TLSv1.2","1272","Application Data"
"1904","36.446359","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=419200 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1905]"
"1905","36.446359","100.86.247.80","150.171.22.12","TLSv1.2","1239","Application Data"
"1906","36.446691","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=421825 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1907]"
"1907","36.446691","100.86.247.80","150.171.22.12","TLSv1.2","1270","Application Data"
"1908","36.447426","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=424481 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1909]"
"1909","36.447426","100.86.247.80","150.171.22.12","TLSv1.2","1266","Application Data"
"1910","36.448501","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=427133 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1911]"
"1911","36.448501","100.86.247.80","150.171.22.12","TLSv1.2","1292","Application Data"
"1912","36.448616","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=429811 Ack=859488 Win=511 Len=1440 [TCP PDU reassembled in 1913]"
"1913","36.448616","100.86.247.80","150.171.22.12","TLSv1.2","1254","Application Data"
"1914","36.455142","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=416542 Win=16385 Len=0"
"1915","36.456731","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=423265 Win=16379 Len=0"
"1916","36.457457","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=425921 Win=16379 Len=0"
"1917","36.457457","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=427133 Win=16385 Len=0"
"1918","36.459828","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=428573 Win=16379 Len=0"
"1919","36.461052","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=859488 Ack=432451 Win=16385 Len=0"
"1920","36.465491","150.171.22.12","100.86.247.80","TLSv1.2","229","Application Data"
"1921","36.506274","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=432451 Ack=859663 Win=511 Len=0"
"1922","36.515789","150.171.22.12","100.86.247.80","TLSv1.2","299","Application Data"
"1923","36.563062","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=432451 Ack=859908 Win=510 Len=0"
"1924","36.575232","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=859908 Ack=432451 Win=16385 Len=1460 [TCP PDU reassembled in 1925]"
"1925","36.576091","150.171.22.12","100.86.247.80","TLSv1.2","291","Application Data"
"1926","36.576091","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1927","36.576633","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=432451 Ack=861605 Win=511 Len=0"
"1928","36.578281","150.171.22.12","100.86.247.80","TLSv1.2","715","Application Data"
"1929","36.578524","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1930","36.578494","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=432451 Ack=862297 Win=509 Len=0"
"1931","36.582438","150.171.22.12","100.86.247.80","TLSv1.2","864","Application Data"
"1932","36.582639","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=432451 Ack=863138 Win=511 Len=0"
"1933","36.582874","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1934","36.583798","100.86.247.80","150.171.22.12","TLSv1.2","89","Application Data"
"1935","36.586045","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=432486 Ack=863169 Win=511 Len=1440 [TCP PDU reassembled in 1936]"
"1936","36.586045","100.86.247.80","150.171.22.12","TLSv1.2","1352","Application Data"
"1937","36.593204","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=863169 Ack=432486 Win=16384 Len=0"
"1938","36.595334","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=863169 Ack=435224 Win=16385 Len=0"
"1939","36.600072","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=863169 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1941]"
"1940","36.600701","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=864629 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1941]"
"1941","36.600701","150.171.22.12","100.86.247.80","TLSv1.2","1116","Application Data"
"1942","36.600917","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=866089 Win=511 Len=0"
"1943","36.601028","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1944","36.601137","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=867182 Win=507 Len=0"
"1945","36.651003","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=867182 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1947]"
"1946","36.651706","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=868642 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1947]"
"1947","36.651706","150.171.22.12","100.86.247.80","TLSv1.2","1423","Application Data"
"1948","36.652019","150.171.22.12","100.86.247.80","TLSv1.2","505","Application Data"
"1949","36.652019","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1950","36.652044","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=870102 Win=511 Len=0"
"1951","36.652477","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=871922 Win=511 Len=0"
"1952","36.702205","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=871953 Win=511 Len=0"
"1953","36.791748","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=871953 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1955]"
"1954","36.792547","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=873413 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1955]"
"1955","36.792547","150.171.22.12","100.86.247.80","TLSv1.2","1468","Application Data"
"1956","36.792824","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=874873 Win=511 Len=0"
"1957","36.792932","150.171.22.12","100.86.247.80","TLSv1.2","400","Application Data"
"1958","36.792932","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1959","36.793219","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=876633 Win=511 Len=0"
"1960","36.835626","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=876664 Win=511 Len=0"
"1961","36.890347","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=876664 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1962]"
"1962","36.896121","150.171.22.12","100.86.247.80","TLSv1.2","73","Application Data"
"1963","36.896121","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1964","36.896405","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=878143 Win=511 Len=0"
"1965","36.942830","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=878174 Win=511 Len=0"
"1966","37.271751","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=878174 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1970]"
"1967","37.271751","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=879634 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1970]"
"1968","37.271751","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=881094 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1970]"
"1969","37.272459","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=881094 Win=511 Len=0"
"1970","37.273985","150.171.22.12","100.86.247.80","TLSv1.2","58","Application Data"
"1971","37.273985","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=882558 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1973]"
"1972","37.273985","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=884018 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1973]"
"1973","37.273985","150.171.22.12","100.86.247.80","TLSv1.2","492","Application Data"
"1974","37.273985","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=885916 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1976]"
"1975","37.273985","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=887376 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1976]"
"1976","37.273985","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1977","37.273985","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=890043 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1979]"
"1978","37.273985","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=891503 Ack=435224 Win=16385 Len=1460 [TCP PDU reassembled in 1979]"
"1979","37.273985","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1980","37.273985","150.171.22.12","100.86.247.80","TLSv1.2","1210","Application Data"
"1981","37.273985","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1982","37.274710","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=882558 Win=511 Len=0"
"1983","37.274842","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=885478 Win=511 Len=0"
"1984","37.274971","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=887376 Win=511 Len=0"
"1985","37.275112","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=890043 Win=511 Len=0"
"1986","37.275193","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=892963 Win=511 Len=0"
"1987","37.275260","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=435224 Ack=895326 Win=511 Len=0"
"1988","37.280114","150.171.22.12","100.86.247.80","TCP","1514","[TCP Retransmission] 443  >  63394 [PSH, ACK] Seq=893897 Ack=435224 Win=16385 Len=1460"
"1989","37.280306","100.86.247.80","150.171.22.12","TCP","66","63394  >  443 [ACK] Seq=435224 Ack=895357 Win=511 Len=0 SLE=893897 SRE=895357"
"1990","37.332416","100.86.247.80","150.171.22.12","TLSv1.2","312","Application Data"
"1991","37.332585","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=435482 Ack=895357 Win=511 Len=1440 [TCP PDU reassembled in 1994]"
"1992","37.332585","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=436922 Ack=895357 Win=511 Len=1440 [TCP PDU reassembled in 1994]"
"1993","37.332585","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=438362 Ack=895357 Win=511 Len=1440 [TCP PDU reassembled in 1994]"
"1994","37.332585","100.86.247.80","150.171.22.12","TLSv1.2","1026","Application Data"
"1995","37.342747","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=895357 Ack=435482 Win=16384 Len=0"
"1996","37.343336","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=895357 Ack=440774 Win=16385 Len=0"
"1997","37.383589","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=895357 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2000]"
"1998","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=896817 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2000]"
"1999","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=898277 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2000]"
"2000","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","191","Application Data"
"2001","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=899874 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2003]"
"2002","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=901334 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2003]"
"2003","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","521","Application Data"
"2004","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=903261 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2006]"
"2005","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=904721 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2006]"
"2006","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2007","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=907388 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2009]"
"2008","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=908848 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2009]"
"2009","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2010","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=911515 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2012]"
"2011","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=912975 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2012]"
"2012","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2013","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=915642 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2015]"
"2014","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=917102 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2015]"
"2015","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2016","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=919769 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2018]"
"2017","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=921229 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2018]"
"2018","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2019","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=923896 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2021]"
"2020","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=925356 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2021]"
"2021","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2022","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=928023 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2024]"
"2023","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=929483 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2024]"
"2024","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2025","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=932150 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2027]"
"2026","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=933610 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2027]"
"2027","37.389581","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"2028","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=936277 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2044]"
"2029","37.389581","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=937737 Ack=440774 Win=16385 Len=1460 [TCP PDU reassembled in 2044]"
"2030","37.391075","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=898277 Win=511 Len=0"
"2031","37.391507","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=899874 Win=511 Len=0"
"2032","37.391929","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=902794 Win=511 Len=0"
"2033","37.392132","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=904721 Win=511 Len=0"
"2034","37.392334","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=907388 Win=511 Len=0"
"2035","37.392538","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=910308 Win=511 Len=0"
"2036","37.392792","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=912975 Win=511 Len=0"
"2037","37.393017","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=915642 Win=511 Len=0"
"2038","37.393202","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=918562 Win=511 Len=0"
"2039","37.393406","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=921229 Win=511 Len=0"
"2040","37.393584","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=923896 Win=511 Len=0"
"2041","37.393805","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=926816 Win=511 Len=0"
"2042","37.394003","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=929483 Win=511 Len=0"
"2043","37.394217","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=932150 Win=511 Len=0"
"2044","37.394475","150.171.22.12","100.86.247.80","TLSv1.2","761","Application Data"
"2045","37.394475","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"2046","37.394684","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=935070 Win=511 Len=0"
"2047","37.394899","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=937737 Win=511 Len=0"
"2048","37.395166","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=939904 Win=511 Len=0"
"2049","37.435247","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=440774 Ack=939935 Win=511 Len=0"
"2050","37.437907","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=440774 Ack=939935 Win=511 Len=1440 [TCP PDU reassembled in 2051]"
"2051","37.437907","100.86.247.80","150.171.22.12","TLSv1.2","1084","Application Data"
"2052","37.440531","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=443244 Ack=939935 Win=511 Len=1440 [TCP PDU reassembled in 2053]"
"2053","37.440531","100.86.247.80","150.171.22.12","TLSv1.2","1332","Application Data"
"2054","37.442234","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=445962 Ack=939935 Win=511 Len=1440 [TCP PDU reassembled in 2055]"
"2055","37.442234","100.86.247.80","150.171.22.12","TLSv1.2","1340","Application Data"
"2056","37.443128","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=448688 Ack=939935 Win=511 Len=1440 [TCP PDU reassembled in 2057]"
"2057","37.443128","100.86.247.80","150.171.22.12","TLSv1.2","1237","Application Data"
"2058","37.443782","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=451311 Ack=939935 Win=511 Len=1440 [TCP PDU reassembled in 2059]"
"2059","37.443782","100.86.247.80","150.171.22.12","TLSv1.2","1235","Application Data"
"2060","37.446622","150.171.22.12","100.86.247.80","TLSv1.2","362","Application Data"
"2061","37.448176","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=443244 Win=16385 Len=0"
"2062","37.451727","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=445962 Win=16385 Len=0"
"2063","37.452570","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=447402 Win=16379 Len=0"
"2064","37.453473","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=448688 Win=16385 Len=0"
"2065","37.454778","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=452751 Win=16379 Len=0"
"2066","37.454778","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=453932 Win=16385 Len=0"
"2067","37.469903","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=453932 Ack=940243 Win=510 Len=1440 [TCP PDU reassembled in 2068]"
"2068","37.469903","100.86.247.80","150.171.22.12","TLSv1.2","1171","Application Data"
"2069","37.485539","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=940243 Ack=456489 Win=16385 Len=0"
"2070","37.534579","150.171.22.12","100.86.247.80","TLSv1.2","443","Application Data"
"2071","37.534579","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"2072","37.534894","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=456489 Ack=940663 Win=509 Len=0"
"2073","37.588466","150.171.22.12","100.86.247.80","TLSv1.2","663","Application Data"
"2074","37.589380","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"2075","37.589557","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=456489 Ack=941303 Win=506 Len=0"
"2076","37.596050","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=941303 Ack=456489 Win=16385 Len=1460 [TCP PDU reassembled in 2078]"
"2077","37.596050","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=942763 Ack=456489 Win=16385 Len=1460 [TCP PDU reassembled in 2078]"
"2078","37.596050","150.171.22.12","100.86.247.80","TLSv1.2","1058","Application Data"
"2079","37.596389","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=456489 Ack=944223 Win=511 Len=0"
"2080","37.596740","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"2081","37.596940","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=456489 Ack=945258 Win=507 Len=0"
"2082","37.617740","150.171.22.12","100.86.247.80","TLSv1.2","1159","Application Data"
"2083","37.617740","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"2084","37.618520","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=456489 Ack=946394 Win=511 Len=0"
"2085","37.647471","100.86.247.80","150.171.22.12","TLSv1.2","508","Application Data"
"2086","37.647647","100.86.247.80","150.171.22.12","TLSv1.2","394","Application Data"
"2087","37.662298","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=946394 Ack=457283 Win=16381 Len=0"
"2088","37.887965","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=946394 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2091]"
"2089","37.887965","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=947854 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2091]"
"2090","37.887965","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=949314 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2091]"
"2091","37.887965","150.171.22.12","100.86.247.80","TLSv1.2","730","Application Data"
"2092","37.887965","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=951450 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2094]"
"2093","37.887965","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=952910 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2094]"
"2094","37.887965","150.171.22.12","100.86.247.80","TLSv1.2","64","Application Data"
"2095","37.887965","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"2096","37.889006","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=457283 Ack=949314 Win=511 Len=0"
"2097","37.889087","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=457283 Ack=951450 Win=511 Len=0"
"2098","37.889127","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=457283 Ack=954370 Win=511 Len=0"
"2099","37.889207","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=457283 Ack=954411 Win=511 Len=0"
"2100","37.891481","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=954411 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2103]"
"2101","37.891481","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=955871 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2103]"
"2102","37.892146","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=957331 Ack=457283 Win=16381 Len=1460 [TCP PDU reassembled in 2103]"
"2103","37.892146","150.171.22.12","100.86.247.80","TLSv1.2","241","Application Data"
"2104","37.892394","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=457283 Ack=957331 Win=511 Len=0"
"2105","37.892695","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=457283 Ack=958978 Win=511 Len=0"
